UserID,Group,Age,Gender,Location,Device,PageViews,ClickThroughRate,SessionDuration,FrequencyOfVisits,LastVisitDate,SignUps,Downloads,Purchases,FormSubmissions,NetPromoterScore,MostActiveTimeOfDay,ContentConsumed,UserJourneyPathway,FeatureInteraction,LayoutVariation,ColorScheme,CTAButton
1622,Control,36,Other,South America,Mobile,4,0.8617944953040948,4.7165320939422175,2,5/3/23 0:39,1,0,0,0,2,Morning,Educational,Direct,Feature B,Standard,Standard,Standard Button
1623,Control,32,Female,Europe,Mobile,6,0.7970823553284109,6.855704904230507,5,4/4/23 0:04,1,0,0,0,9,Evening,Educational,Ad Click,None,Standard,Standard,Standard Button
1624,Control,39,Female,Africa,Desktop,5,0.5687434218329377,4.545160445416048,2,4/14/23 10:27,0,0,0,0,-4,Night,Lifestyle,Homepage,Feature C,Standard,Standard,Standard Button
1625,Control,65,Other,North America,Mobile,5,0.21730568205231482,6.501690249984186,2,5/13/23 19:55,1,0,0,0,-4,Afternoon,News,Homepage,None,Standard,Standard,Standard Button
1626,Control,65,Other,Europe,Mobile,7,0.9345758725650632,7.893266530383179,4,1/7/23 11:59,1,0,0,0,7,Afternoon,News,Direct,Feature C,Standard,Standard,Standard Button
1627,Control,23,Female,South America,Desktop,3,0.741894819,6.297653840164856,4,2/15/23 2:49,0,0,0,1,-2,Night,News,Search,None,Standard,Standard,Standard Button
1628,Control,51,Other,Europe,Desktop,6,0.5357737508127436,3.0090742868186755,2,1/17/23 4:18,0,0,0,1,7,Afternoon,Entertainment,Search,None,Standard,Standard,Standard Button
1629,Control,60,Male,Europe,Mobile,4,0.040445561291060916,3.6695841636654984,2,5/13/23 0:09,0,0,0,0,6,Afternoon,News,Direct,Feature A,Standard,Standard,Standard Button
1630,Control,20,Female,North America,Mobile,1,0.17278197923361627,5.5729738055212215,1,1/24/23 9:53,0,0,0,0,3,Afternoon,News,Search,Feature A,Standard,Standard,Standard Button
1631,Control,45,Other,Oceania,Mobile,9,0.10586174331776221,4.265393211,8,3/27/23 12:24,0,0,0,1,9,Morning,Lifestyle,Search,Feature C,Standard,Standard,Standard Button
1632,Control,58,Female,Europe,Desktop,3,0.7330660438515326,2.0083657915144637,4,2/19/23 8:26,0,0,0,0,8,Night,Educational,Search,Feature A,Standard,Standard,Standard Button
1633,Control,37,Male,North America,Tablet,7,0.5130247425549245,5.465401524925382,2,6/15/23 7:40,1,0,0,0,10,Evening,News,Ad Click,Feature B,Standard,Standard,Standard Button
1634,Control,33,Male,North America,Desktop,4,0.24336462934621972,1.903986364412316,3,5/6/23 17:51,0,0,1,1,-5,Afternoon,Lifestyle,Homepage,None,Standard,Standard,Standard Button
1635,Control,25,Other,Europe,Tablet,3,0.5238892509053524,2.273897093954119,2,1/18/23 11:57,0,0,1,0,2,Evening,Lifestyle,Homepage,None,Standard,Standard,Standard Button
1636,Control,62,Female,Oceania,Desktop,9,0.007831825,4.111290256648326,6,4/27/23 12:58,0,1,0,0,8,Morning,Entertainment,Ad Click,None,Standard,Standard,Standard Button
1637,Control,47,Male,South America,Tablet,11,0.13702185446606174,8.204921869093507,2,3/27/23 5:14,1,0,0,0,-4,Afternoon,Lifestyle,Direct,Feature C,Standard,Standard,Standard Button
1638,Control,53,Male,Oceania,Desktop,3,0.33118513988799725,2.9893403395402283,4,4/1/23 13:20,0,0,0,0,8,Night,News,Search,Feature C,Standard,Standard,Standard Button
1639,Control,51,Female,South America,Tablet,9,0.7497037161924259,6.469635700577731,1,6/9/23 18:41,0,0,0,1,2,Night,Educational,Search,Feature A,Standard,Standard,Standard Button
1640,Control,66,Male,Asia,Mobile,2,0.8594895793285011,6.760097658932916,1,4/10/23 13:17,0,1,0,1,9,Evening,Entertainment,Ad Click,None,Standard,Standard,Standard Button
1641,Control,67,Male,Africa,Mobile,4,0.3521174524973676,6.683812498199131,5,6/9/23 6:33,1,0,0,1,-9,Night,News,Search,Feature B,Standard,Standard,Standard Button
1642,Control,34,Male,Europe,Mobile,3,0.9968420319042198,5.199075970159457,1,2/20/23 2:44,0,1,0,0,0,Night,Entertainment,Ad Click,Feature A,Standard,Standard,Standard Button
1643,Control,42,Male,Europe,Desktop,6,0.47749238316961506,4.550270858414525,2,5/10/23 23:58,0,0,0,0,-5,Evening,Educational,Ad Click,Feature B,Standard,Standard,Standard Button
1644,Control,23,Male,North America,Mobile,6,0.76506991,3.9411640479054135,2,3/14/23 6:57,0,1,0,1,-9,Afternoon,News,Homepage,Feature C,Standard,Standard,Standard Button
1645,Control,69,Other,South America,Desktop,4,0.7560289627022746,5.632064120702758,3,6/27/23 12:16,1,1,0,0,5,Night,Entertainment,Homepage,Feature C,Standard,Standard,Standard Button
1646,Control,60,Male,Oceania,Desktop,5,0.2498477097383337,5.184800887448663,2,6/10/23 7:10,1,0,0,1,9,Afternoon,Lifestyle,Ad Click,Feature A,Standard,Standard,Standard Button
1647,Control,37,Male,Oceania,Tablet,4,0.9153304277215281,4.191392646276297,2,5/7/23 13:58,0,0,0,0,8,Morning,Lifestyle,Homepage,Feature B,Standard,Standard,Standard Button
1648,Control,35,Female,Europe,Mobile,5,0.3746189028978515,6.790280560313524,3,4/26/23 22:41,0,0,0,1,1,Afternoon,Lifestyle,Homepage,None,Standard,Standard,Standard Button
1649,Control,63,Female,South America,Mobile,7,0.4827567186473004,2.5602344196090465,1,3/10/23 4:38,0,0,0,0,-7,Evening,Entertainment,Direct,Feature B,Standard,Standard,Standard Button
1650,Control,50,Other,Oceania,Mobile,5,0.5249465813911693,4.866255454,6,5/20/23 23:31,0,0,0,0,4,Afternoon,Entertainment,Ad Click,Feature A,Standard,Standard,Standard Button
1651,Control,40,Other,Asia,Mobile,2,0.6775375784802852,5.983444372824117,2,5/16/23 21:42,0,0,0,1,-9,Night,Entertainment,Ad Click,Feature A,Standard,Standard,Standard Button
1652,Control,51,Male,Oceania,Desktop,1,0.2818391262519566,6.177917370071748,4,5/15/23 19:46,0,0,0,0,4,Evening,Entertainment,Search,None,Standard,Standard,Standard Button
1653,Control,56,Female,Europe,Tablet,2,0.48960051037490715,1.254900224913773,2,2/12/23 13:14,0,0,0,1,-1,Morning,Educational,Homepage,Feature B,Standard,Standard,Standard Button
1654,Control,27,Male,North America,Desktop,5,0.3582474573981643,1.4022731274358793,2,2/13/23 8:11,0,0,0,1,1,Afternoon,Educational,Search,Feature A,Standard,Standard,Standard Button
1655,Control,23,Female,South America,Mobile,1,0.4158938844572422,5.630259820668293,3,5/24/23 9:28,0,0,0,0,10,Morning,Educational,Ad Click,Feature C,Standard,Standard,Standard Button
1656,Control,30,Other,Africa,Desktop,6,0.2475236066603006,2.3376586239267034,5,1/17/23 15:18,1,0,0,1,5,Morning,Entertainment,Ad Click,None,Standard,Standard,Standard Button
1657,Control,60,Male,South America,Mobile,9,0.1933671016721692,4.027395464699439,2,5/23/23 7:41,1,1,0,1,0,Morning,Lifestyle,Direct,None,Standard,Standard,Standard Button
1658,Control,34,Male,South America,Desktop,6,0.5561520776585281,4.336960023438235,1,3/2/23 18:28,1,0,0,0,8,Afternoon,Educational,Direct,Feature A,Standard,Standard,Standard Button
1659,Control,35,Other,Oceania,Mobile,3,0.49973173703410845,4.611566684465957,3,6/15/23 17:24,1,0,0,0,5,Afternoon,Lifestyle,Search,Feature A,Standard,Standard,Standard Button
1660,Control,22,Female,Africa,Tablet,4,0.7640451599017483,8.503516032,6,3/31/23 9:55,0,0,0,0,5,Evening,Entertainment,Search,Feature B,Standard,Standard,Standard Button
1661,Control,43,Other,South America,Tablet,7,0.21125229747243657,5.473687535411279,5,3/25/23 18:45,0,1,0,0,6,Evening,Lifestyle,Search,Feature A,Standard,Standard,Standard Button
1662,Control,32,Male,Asia,Tablet,6,0.5141999170690188,6.131346208984861,4,4/17/23 5:33,0,0,0,1,7,Morning,Lifestyle,Search,Feature A,Standard,Standard,Standard Button
1663,Control,63,Female,Oceania,Desktop,4,0.7185788362754401,4.943468640725294,7,5/8/23 6:27,1,0,0,1,10,Night,Educational,Search,Feature C,Standard,Standard,Standard Button
1664,Control,35,Male,Europe,Tablet,4,0.3663236532652291,8.564734779341105,2,2/12/23 0:59,1,0,0,1,0,Afternoon,Educational,Search,Feature B,Standard,Standard,Standard Button
1665,Control,47,Other,Europe,Desktop,2,0.63772348,4.6559040682988515,3,2/11/23 10:23,0,1,1,1,-10,Night,News,Homepage,Feature C,Standard,Standard,Standard Button
1666,Control,24,Female,Europe,Desktop,6,0.16938598345649059,2.287498572781658,3,3/21/23 10:08,1,1,1,0,6,Afternoon,Lifestyle,Homepage,Feature B,Standard,Standard,Standard Button
1667,Control,46,Male,Oceania,Tablet,6,0.7576031417256607,7.032336857290906,5,3/25/23 8:56,0,0,0,0,-9,Afternoon,Entertainment,Ad Click,Feature A,Standard,Standard,Standard Button
1668,Control,28,Female,South America,Tablet,4,0.1052307275646236,3.1636864183899256,2,4/17/23 14:53,0,0,0,1,-6,Afternoon,News,Direct,None,Standard,Standard,Standard Button
1669,Control,23,Female,Africa,Desktop,3,0.20362964901870195,3.6457355256660895,3,2/10/23 1:24,0,1,0,0,-5,Evening,Lifestyle,Ad Click,Feature A,Standard,Standard,Standard Button
1670,Control,54,Female,South America,Desktop,4,0.02033661,4.4643927990440835,2,3/20/23 3:36,0,1,0,1,8,Afternoon,Educational,Direct,None,Standard,Standard,Standard Button
1671,Control,54,Female,Europe,Mobile,6,0.42741068306609487,3.716981255917003,4,5/26/23 13:01,1,0,0,0,-2,Afternoon,Entertainment,Homepage,Feature C,Standard,Standard,Standard Button
1672,Control,38,Other,Africa,Tablet,5,0.8667906712703731,3.0187238076412752,3,2/20/23 8:17,0,0,0,1,2,Afternoon,News,Homepage,Feature C,Standard,Standard,Standard Button
1673,Control,68,Male,Europe,Mobile,6,0.8858231926931267,7.6692946565773905,1,1/15/23 11:10,0,0,0,0,6,Afternoon,Lifestyle,Ad Click,Feature A,Standard,Standard,Standard Button
1674,Control,68,Male,Europe,Desktop,2,0.813416222,3.535964075750509,0,5/2/23 12:48,0,0,0,0,-3,Evening,Educational,Direct,None,Standard,Standard,Standard Button
1675,Control,40,Male,Asia,Tablet,5,0.8476067582302665,6.386696944196552,7,2/25/23 20:46,1,1,0,0,9,Night,Educational,Search,Feature A,Standard,Standard,Standard Button
1676,Control,28,Other,Asia,Tablet,4,0.14580974226738597,4.378977517009596,3,6/6/23 23:09,0,0,0,0,-9,Afternoon,News,Homepage,Feature C,Standard,Standard,Standard Button
1677,Control,61,Male,South America,Tablet,5,0.9044354457137566,5.187540403688885,1,5/25/23 23:31,0,0,0,0,-6,Afternoon,News,Direct,Feature C,Standard,Standard,Standard Button
1678,Control,48,Female,Asia,Tablet,6,0.029044709046203154,6.073715073952981,1,6/7/23 18:52,0,0,0,0,-8,Afternoon,Lifestyle,Search,Feature B,Standard,Standard,Standard Button
1679,Control,32,Male,Africa,Mobile,3,0.3073366315690018,5.026016905241967,3,3/7/23 15:18,1,0,0,0,-3,Night,Educational,Search,None,Standard,Standard,Standard Button
1680,Control,69,Female,North America,Tablet,9,0.43501421305303734,3.065322258293385,0,6/23/23 6:45,0,1,0,0,-10,Night,News,Ad Click,Feature C,Standard,Standard,Standard Button
1681,Control,66,Female,Africa,Tablet,7,0.008701298,6.077294118473256,3,4/26/23 22:10,0,0,0,0,2,Evening,Educational,Homepage,Feature C,Standard,Standard,Standard Button
1682,Control,19,Female,Europe,Mobile,7,0.763418254,5.201037970643576,4,4/21/23 23:07,0,1,0,0,7,Night,Lifestyle,Search,Feature B,Standard,Standard,Standard Button
1683,Control,58,Other,Oceania,Desktop,3,0.8994561590218639,9.064973173743105,2,3/4/23 3:52,0,0,0,1,9,Morning,Entertainment,Ad Click,Feature B,Standard,Standard,Standard Button
1684,Control,25,Male,Europe,Desktop,6,0.28278508565161564,7.411090715809429,3,3/14/23 2:30,0,1,0,0,7,Night,Lifestyle,Search,Feature A,Standard,Standard,Standard Button
1685,Control,23,Other,Oceania,Tablet,5,0.22494992669214375,6.644167853,3,4/7/23 21:57,0,0,0,0,-5,Night,Educational,Homepage,None,Standard,Standard,Standard Button
1686,Control,33,Female,Asia,Desktop,9,0.8378703944627433,1.8879958154255188,1,5/7/23 7:37,0,1,0,0,6,Night,Lifestyle,Search,Feature C,Standard,Standard,Standard Button
1687,Control,59,Male,Europe,Mobile,7,0.3222303075730776,5.376493102611402,6,4/13/23 12:25,1,0,0,1,-10,Night,Educational,Homepage,Feature A,Standard,Standard,Standard Button
1688,Control,50,Other,North America,Tablet,5,0.1171000515166114,8.226986973873181,1,1/10/23 11:41,0,0,0,0,-8,Afternoon,Entertainment,Ad Click,Feature B,Standard,Standard,Standard Button
1689,Control,41,Other,South America,Tablet,4,0.8778186430077447,4.884023250660262,1,3/27/23 0:59,0,0,0,1,7,Afternoon,News,Ad Click,Feature B,Standard,Standard,Standard Button
1690,Control,32,Female,South America,Desktop,6,0.5855073529944326,4.141182564402415,5,5/11/23 17:45,1,0,0,0,10,Night,Entertainment,Search,Feature C,Standard,Standard,Standard Button
1691,Control,52,Female,Africa,Mobile,8,0.035262522,9.632874828923748,1,3/5/23 10:39,0,0,0,0,10,Night,Lifestyle,Search,Feature C,Standard,Standard,Standard Button
1692,Control,47,Female,Oceania,Mobile,4,0.5732161351441617,7.693603971336444,2,1/30/23 10:35,1,0,0,0,-5,Night,Educational,Homepage,Feature B,Standard,Standard,Standard Button
1693,Control,69,Male,South America,Mobile,8,0.9144335491919356,6.404486767890546,2,3/29/23 19:14,0,1,0,0,-3,Afternoon,Lifestyle,Homepage,Feature A,Standard,Standard,Standard Button
1694,Control,43,Other,Asia,Mobile,4,0.4393080998400444,5.5558954568098535,2,1/21/23 22:02,0,0,0,1,7,Afternoon,Educational,Ad Click,Feature C,Standard,Standard,Standard Button
1695,Control,22,Female,Asia,Tablet,3,0.062231285,3.9993190385136552,1,5/14/23 6:04,1,0,0,1,-3,Afternoon,Lifestyle,Homepage,Feature C,Standard,Standard,Standard Button
1696,Control,18,Other,Europe,Tablet,2,0.309578765,6.789065943670341,1,3/25/23 5:39,0,0,0,1,-9,Evening,Entertainment,Direct,None,Standard,Standard,Standard Button
1697,Control,44,Female,Asia,Tablet,2,0.38126913977245747,5.414897012297387,5,6/13/23 3:06,0,0,0,0,-10,Morning,News,Direct,Feature A,Standard,Standard,Standard Button
1698,Control,38,Other,Asia,Mobile,7,0.1855671019050933,5.033303856,3,6/19/23 20:57,0,0,0,1,0,Afternoon,Entertainment,Ad Click,Feature C,Standard,Standard,Standard Button
1699,Control,23,Female,South America,Mobile,6,0.35414942340776745,6.871710955215297,1,3/2/23 22:11,0,0,0,1,10,Morning,News,Search,None,Standard,Standard,Standard Button
1700,Control,42,Other,Oceania,Mobile,6,0.6796241246670217,4.350021843007048,2,4/27/23 14:33,0,0,0,0,-9,Morning,Entertainment,Direct,Feature B,Standard,Standard,Standard Button
1701,Control,35,Male,North America,Mobile,6,0.9628169650434161,7.939713325694779,6,4/22/23 19:44,0,0,0,1,4,Night,Entertainment,Homepage,Feature A,Standard,Standard,Standard Button
1702,Control,22,Male,Europe,Desktop,6,0.7677397800641871,4.166627590368381,3,5/29/23 15:09,0,0,0,0,2,Evening,News,Homepage,Feature C,Standard,Standard,Standard Button
1703,Control,50,Male,Africa,Desktop,3,0.8815191187938242,3.8352451614021845,4,6/13/23 12:33,0,0,0,0,-8,Afternoon,News,Direct,Feature B,Standard,Standard,Standard Button
1704,Control,67,Female,South America,Tablet,8,0.7155810685683404,6.3369862221283135,5,1/12/23 19:16,0,1,0,0,9,Evening,News,Ad Click,Feature C,Standard,Standard,Standard Button
1705,Control,35,Female,Europe,Desktop,7,0.05163,5.056129834786593,3,4/2/23 12:08,1,1,0,0,2,Morning,Lifestyle,Direct,Feature C,Standard,Standard,Standard Button
1706,Control,26,Other,South America,Tablet,3,0.9704437498525035,4.328781248863171,6,1/23/23 0:23,0,0,0,0,7,Evening,News,Homepage,Feature A,Standard,Standard,Standard Button
1707,Control,27,Other,Asia,Desktop,7,0.744801924,6.063632133269431,4,2/12/23 10:50,0,0,0,0,-5,Evening,Entertainment,Ad Click,Feature B,Standard,Standard,Standard Button
1708,Control,54,Male,Africa,Mobile,5,0.4541917482011384,2.0427520926090277,1,6/20/23 8:59,0,0,0,1,-7,Afternoon,Lifestyle,Ad Click,Feature A,Standard,Standard,Standard Button
1709,Control,49,Female,Africa,Tablet,2,0.39700949643383643,2.970394315569251,3,4/10/23 17:07,0,0,0,0,-4,Night,News,Search,Feature B,Standard,Standard,Standard Button
1710,Control,48,Female,Oceania,Desktop,2,0.8964688396839469,7.369923911861637,2,5/21/23 1:29,0,0,0,1,-8,Evening,Lifestyle,Search,Feature B,Standard,Standard,Standard Button
1711,Control,27,Female,North America,Mobile,8,0.045469565,5.478349037652548,5,6/22/23 16:55,0,0,1,0,-4,Night,Lifestyle,Ad Click,None,Standard,Standard,Standard Button
1712,Control,62,Female,Europe,Mobile,5,0.10847725533548369,3.7623496487788777,4,5/7/23 16:19,1,0,0,0,10,Afternoon,News,Search,Feature C,Standard,Standard,Standard Button
1713,Control,66,Male,Oceania,Desktop,7,0.22373403092225075,7.057301027535042,1,4/5/23 20:47,0,0,0,0,4,Afternoon,Educational,Homepage,None,Standard,Standard,Standard Button
1714,Control,53,Female,Africa,Tablet,6,0.9812039957243411,3.5979087168978667,4,3/31/23 15:20,0,0,0,1,-6,Afternoon,Lifestyle,Search,None,Standard,Standard,Standard Button
1715,Control,50,Female,South America,Desktop,8,0.6299137353433024,3.856085779580698,0,5/31/23 3:40,1,1,0,0,9,Afternoon,Lifestyle,Ad Click,Feature B,Standard,Standard,Standard Button
1716,Control,32,Male,Europe,Tablet,2,0.6358568713159629,5.310732458041034,5,6/2/23 11:16,1,0,0,0,2,Afternoon,Lifestyle,Ad Click,Feature C,Standard,Standard,Standard Button
1717,Control,41,Male,Asia,Tablet,1,0.22197843158912645,7.137806453856121,4,6/7/23 2:46,0,0,0,0,9,Afternoon,Educational,Homepage,Feature B,Standard,Standard,Standard Button
1718,Control,50,Other,North America,Mobile,6,0.050851367,5.028333872,6,2/7/23 9:17,0,0,0,1,-2,Morning,Entertainment,Direct,Feature A,Standard,Standard,Standard Button
1719,Control,46,Male,Asia,Mobile,3,0.1519659725146263,4.836414656997226,2,6/29/23 21:17,1,0,0,0,7,Evening,Lifestyle,Search,Feature A,Standard,Standard,Standard Button
1720,Control,61,Other,Oceania,Tablet,7,0.9619574344882802,7.5742992254928545,5,6/11/23 10:16,0,0,0,0,-2,Morning,News,Search,Feature C,Standard,Standard,Standard Button
1721,Control,51,Male,Africa,Tablet,3,0.042701453,6.794674110642367,7,6/14/23 6:52,0,1,0,0,-2,Evening,Entertainment,Direct,Feature C,Standard,Standard,Standard Button
1722,Control,68,Male,Asia,Tablet,7,0.26292319198322467,7.0670815265660565,2,6/22/23 0:43,0,0,1,0,3,Morning,Lifestyle,Homepage,Feature B,Standard,Standard,Standard Button
1723,Control,64,Female,South America,Tablet,7,0.9868816079241644,6.062348628729556,4,2/27/23 12:49,1,1,0,1,3,Morning,Entertainment,Homepage,Feature B,Standard,Standard,Standard Button
1724,Control,62,Female,South America,Tablet,5,0.064065547,5.433607660237226,4,6/13/23 17:36,1,0,0,0,-8,Afternoon,Lifestyle,Search,None,Standard,Standard,Standard Button
1725,Control,26,Male,Europe,Desktop,5,0.3362215791832551,5.742203564137316,4,5/7/23 20:54,0,1,0,0,7,Evening,News,Ad Click,Feature C,Standard,Standard,Standard Button
1726,Control,55,Female,North America,Desktop,3,0.5178891017117371,3.5476531922101353,5,2/20/23 20:42,0,0,0,0,8,Morning,News,Ad Click,Feature B,Standard,Standard,Standard Button
1727,Control,20,Other,North America,Desktop,6,0.5510655369412922,3.632678624671527,8,3/20/23 9:49,0,0,0,1,7,Evening,Lifestyle,Homepage,Feature C,Standard,Standard,Standard Button
1728,Control,35,Male,South America,Tablet,6,0.9014937183885378,4.139339872063564,1,2/24/23 8:38,0,0,0,0,7,Afternoon,Entertainment,Homepage,Feature A,Standard,Standard,Standard Button
1729,Control,33,Other,Asia,Desktop,7,0.9895412666314165,3.0753022416260416,3,4/5/23 22:24,0,0,0,1,-10,Morning,Educational,Search,None,Standard,Standard,Standard Button
1730,Control,21,Male,Asia,Tablet,1,0.44982220699635445,4.553504669455682,4,2/28/23 23:08,0,0,0,0,8,Evening,Lifestyle,Search,Feature A,Standard,Standard,Standard Button
1731,Control,39,Male,Oceania,Mobile,1,0.061574003590417314,0,3,3/19/23 13:21,0,0,0,0,2,Afternoon,Lifestyle,Search,Feature C,Standard,Standard,Standard Button
1732,Control,66,Male,Europe,Tablet,4,0.3837519612249273,4.737868127984376,2,4/23/23 5:26,1,0,0,0,6,Afternoon,News,Ad Click,Feature C,Standard,Standard,Standard Button
1733,Control,68,Male,Africa,Mobile,2,0.24255762417556614,4.729193300715066,4,1/15/23 18:18,0,0,0,0,-9,Afternoon,Educational,Search,Feature A,Standard,Standard,Standard Button
1734,Control,47,Male,Africa,Mobile,6,0.075186501,7.639885591279689,1,2/2/23 18:47,0,0,0,1,6,Afternoon,News,Ad Click,Feature C,Standard,Standard,Standard Button
1735,Control,55,Female,Europe,Mobile,3,0.662456634,4.125516216001615,3,5/19/23 12:04,0,0,0,0,-4,Evening,News,Homepage,None,Standard,Standard,Standard Button
1736,Control,40,Other,Africa,Desktop,3,0.44191349517134193,5.799801322728481,1,4/4/23 11:56,0,0,0,1,-10,Evening,Entertainment,Ad Click,Feature B,Standard,Standard,Standard Button
1737,Control,36,Male,South America,Tablet,4,0.981984707,0,2,1/8/23 17:55,0,1,0,1,4,Morning,Educational,Homepage,Feature A,Standard,Standard,Standard Button
1738,Control,25,Female,North America,Tablet,4,0.5667715954038678,5.523872857451126,1,3/10/23 19:30,0,0,0,1,0,Afternoon,News,Homepage,Feature A,Standard,Standard,Standard Button
1739,Control,67,Male,Oceania,Desktop,4,0.6637583963303386,5.3014006185102645,4,2/15/23 6:40,0,0,0,1,-8,Morning,Lifestyle,Ad Click,Feature C,Standard,Standard,Standard Button
1740,Control,44,Male,North America,Tablet,5,0.6856408243572136,5.143101395186478,2,4/14/23 16:16,1,0,0,0,-3,Evening,News,Direct,None,Standard,Standard,Standard Button
1741,Control,22,Other,Africa,Mobile,4,0.2669072517134238,6.657972715,2,1/3/23 4:37,0,0,1,0,9,Night,Educational,Ad Click,None,Standard,Standard,Standard Button
1742,Control,63,Male,Africa,Tablet,2,0.6612956604186883,7.480356739153973,3,5/24/23 14:34,0,0,0,0,-5,Night,Educational,Direct,Feature B,Standard,Standard,Standard Button
1743,Control,43,Other,Africa,Desktop,6,0.5388356017659116,2.890509022422285,1,5/4/23 6:34,0,0,0,0,2,Afternoon,Entertainment,Homepage,None,Standard,Standard,Standard Button
1744,Control,44,Male,North America,Desktop,3,0.4617938526797821,4.972214497743184,3,5/8/23 11:00,0,0,0,0,0,Afternoon,Educational,Search,Feature B,Standard,Standard,Standard Button
1745,Control,69,Female,Africa,Tablet,1,0.5797713839438482,2.7948406610795318,2,5/21/23 1:35,0,0,0,1,5,Night,Entertainment,Direct,Feature C,Standard,Standard,Standard Button
1746,Control,65,Male,Asia,Tablet,5,0.8433887035207869,2.2991157103755886,2,1/20/23 13:25,1,0,0,1,9,Morning,News,Search,Feature A,Standard,Standard,Standard Button
1747,Control,37,Female,Asia,Desktop,3,0.12523013092622026,7.939559983836464,7,5/19/23 6:39,0,0,0,0,0,Afternoon,Entertainment,Ad Click,Feature A,Standard,Standard,Standard Button
1748,Control,32,Female,South America,Desktop,6,0.23448541214579888,4.185019482365062,3,4/1/23 12:03,0,0,0,0,5,Morning,News,Homepage,Feature A,Standard,Standard,Standard Button
1749,Control,36,Female,Europe,Mobile,4,0.076900865,2.7585303549045115,3,6/16/23 4:35,1,0,1,0,8,Night,News,Homepage,None,Standard,Standard,Standard Button
1750,Control,50,Female,South America,Desktop,3,0.10480213412363171,5.197357696727473,5,1/1/23 11:02,0,0,0,0,1,Afternoon,Lifestyle,Ad Click,Feature A,Standard,Standard,Standard Button
1751,Control,45,Male,Oceania,Mobile,8,0.41923700322487656,5.649214213,2,5/10/23 22:23,0,0,0,0,1,Afternoon,News,Ad Click,Feature B,Standard,Standard,Standard Button
1752,Control,54,Male,North America,Tablet,9,0.16574523276105313,3.3215449763972815,5,3/4/23 9:34,0,0,0,1,0,Afternoon,Educational,Direct,Feature A,Standard,Standard,Standard Button
1753,Control,56,Female,Asia,Tablet,6,0.13922766210408444,7.116459262407127,1,5/15/23 2:52,1,1,0,0,5,Morning,Entertainment,Direct,Feature C,Standard,Standard,Standard Button
1754,Control,38,Female,Europe,Tablet,4,0.13092343806101014,5.447029044133835,6,1/19/23 0:28,0,0,0,0,-7,Morning,News,Homepage,None,Standard,Standard,Standard Button
1755,Control,62,Other,Oceania,Desktop,7,0.11360378421115791,3.920501895305296,5,2/21/23 9:47,0,1,1,0,-7,Afternoon,Educational,Homepage,Feature C,Standard,Standard,Standard Button
1756,Control,21,Male,Asia,Mobile,4,0.19386529889453663,7.337755387535343,3,5/19/23 0:42,0,0,0,1,-1,Evening,News,Homepage,None,Standard,Standard,Standard Button
1757,Control,36,Other,Africa,Tablet,5,0.017186632029087212,5.401978364922824,5,1/31/23 7:45,0,0,0,1,-6,Evening,Lifestyle,Search,None,Standard,Standard,Standard Button
1758,Control,31,Female,North America,Tablet,6,0.050898537508111574,5.207809332322731,3,2/2/23 0:04,0,1,0,1,-6,Morning,Educational,Search,None,Standard,Standard,Standard Button
1759,Control,69,Other,Europe,Desktop,10,0.5458599035986185,2.9981476985152242,2,3/30/23 9:42,1,1,0,1,-9,Morning,Entertainment,Ad Click,Feature B,Standard,Standard,Standard Button
1760,Control,67,Other,South America,Mobile,4,0.8929207847802628,3.2501814874186428,3,3/23/23 4:24,0,1,0,0,2,Morning,Educational,Direct,Feature A,Standard,Standard,Standard Button
1761,Control,49,Female,Oceania,Mobile,7,0.076467166,4.462963788,1,6/20/23 11:46,1,0,0,1,10,Morning,Educational,Ad Click,Feature B,Standard,Standard,Standard Button
1762,Control,51,Other,North America,Mobile,5,0.41483009136851634,2.9379650246944204,0,2/22/23 8:12,1,1,0,0,-4,Afternoon,Entertainment,Homepage,Feature A,Standard,Standard,Standard Button
1763,Control,36,Other,South America,Mobile,12,0.3426216036410008,4.190034118905633,2,4/6/23 23:29,0,1,0,1,-10,Night,Lifestyle,Homepage,None,Standard,Standard,Standard Button
1764,Control,30,Male,Oceania,Desktop,8,0.9783865879939573,0,2,4/8/23 22:54,0,1,0,0,-3,Afternoon,Entertainment,Direct,Feature A,Standard,Standard,Standard Button
1765,Control,65,Female,South America,Tablet,2,0.6647605515434505,4.380359045945019,2,4/23/23 0:58,0,0,0,0,0,Afternoon,Educational,Search,Feature B,Standard,Standard,Standard Button
1766,Control,45,Male,South America,Desktop,5,0.4211588871728307,6.187057095652397,1,6/2/23 13:26,0,0,0,0,-5,Night,News,Ad Click,Feature C,Standard,Standard,Standard Button
1767,Control,57,Male,Africa,Mobile,6,0.080413786,5.380631427124973,5,1/25/23 1:51,0,1,0,0,10,Night,Entertainment,Homepage,Feature B,Standard,Standard,Standard Button
1768,Control,52,Female,South America,Tablet,7,0.5992336717421918,7.360831704969688,3,4/18/23 14:27,1,0,0,0,-6,Morning,News,Search,Feature A,Standard,Standard,Standard Button
1769,Control,25,Other,Asia,Tablet,6,0.6662203431794975,4.305308404882855,4,6/16/23 17:11,0,0,0,1,10,Morning,Entertainment,Direct,Feature C,Standard,Standard,Standard Button
1770,Control,48,Female,Oceania,Mobile,2,0.5029031543471263,6.629987858781122,1,2/27/23 2:12,0,0,0,0,-8,Evening,Entertainment,Homepage,Feature A,Standard,Standard,Standard Button
